1 ; Max Aarons ; ENG ; DF ; Norwich City ; Premier League ; 22 ; 2000 ; 34 ; 32
2177 ; Ivan Provedel ; ITA ; GK ; Spezia ; Serie A ; 28 ; 1994 ; 31 ; 31
2178 ; Javi Puado ; ESP ; FWMF ; Espanyol ; La Liga ; 24 ; 1998 ; 30 ; 26
2179 ; Pubill ; ESP ; DF ; Levante ; La Liga ; 18 ; 2003 ; 11 ; 5
2180 ; Antonio Puertas ; ESP ; MFFW ; Granada ; La Liga ; 30 ; 1992 ; 33 ; 25
2181 ; Riqui Puig ; ESP ; MF ; Barcelona ; La Liga ; 22 ; 1999 ; 15 ; 2
2182 ; Teemu Pukki ; FIN ; FW ; Norwich City ; Premier League ; 32 ; 1990 ; 37 ; 37
2183 ; Erick Pulgar ; CHI ; MF ; Fiorentina ; Serie A ; 28 ; 1994 ; 6 ; 4
2184 ; Christian Pulisic ; USA ; MFFW ; Chelsea ; Premier League ; 23 ; 1998 ; 22 ; 13
2185 ; Afimico Pululu ; FRA ; FW ; Greuther Fürth ; Bundesliga ; 23 ; 1999 ; 8 ; 0
2186 ; Ignacio Pussetto ; ARG ; FWMF ; Udinese ; Serie A ; 26 ; 1995 ; 28 ; 11
2187 ; Niklas Pyyhtiä ; FIN ; MF ; Bologna ; Serie A ; 18 ; 2003 ; 1 ; 0
2188 ; Przemys?aw P?acheta ; POL ; FWMF ; Norwich City ; Premier League ; 24 ; 1998 ; 12 ; 6
2189 ; Yacine Qasmi ; MAR ; MF ; Rayo Vallecano ; La Liga ; 31 ; 1991 ; 1 ; 0
2190 ; Fabio Quagliarella ; ITA ; FW ; Sampdoria ; Serie A ; 39 ; 1983 ; 33 ; 19
2191 ; Quini ; ESP ; DF ; Granada ; La Liga ; 32 ; 1989 ; 32 ; 27
2192 ; Dani Raba ; ESP ; MFFW ; Granada ; La Liga ; 26 ; 1995 ; 2 ; 0
2193 ; Dani Raba ; ESP ; MFFW ; Villarreal ; La Liga ; 26 ; 1995 ; 7 ; 0
2194 ; Adrien Rabiot ; FRA ; MF ; Juventus ; Serie A ; 27 ; 1995 ; 32 ; 28
2195 ; Uroš Ra?i? ; SRB ; MF ; Valencia ; La Liga ; 24 ; 1998 ; 28 ; 13
2196 ; Nemanja Radoja ; SRB ; MF ; Levante ; La Liga ; 29 ; 1993 ; 19 ; 17
2197 ; Nemanja Radonji? ; SRB ; MF ; Marseille ; Ligue 1 ; 26 ; 1996 ; 1 ; 0
2198 ; Ivan Radovanovi? ; SRB ; DFMF ; Salernitana ; Serie A ; 33 ; 1988 ; 14 ; 12
2199 ; Ionu? Radu ; ROU ; GK ; Inter ; Serie A ; 25 ; 1997 ; 1 ; 1
2200 ; ?tefan Radu ; ROU ; DF ; Lazio ; Serie A ; 35 ; 1986 ; 10 ; 6
2201 ; Boris Radunovi? ; SRB ; GK ; Cagliari ; Serie A ; 26 ; 1996 ; 3 ; 3
2202 ; Sidney Raebiger ; GER ; MF ; RB Leipzig ; Bundesliga ; 17 ; 2005 ; 1 ; 0
2203 ; Rafinha ; BRA ; MFFW ; Real Sociedad ; La Liga ; 29 ; 1993 ; 17 ; 13
2204 ; Rafinha ; BRA ; FWMF ; Paris S-G ; Ligue 1 ; 29 ; 1993 ; 5 ; 3
2205 ; Antonio Raillo ; ESP ; DF ; Mallorca ; La Liga ; 30 ; 1991 ; 17 ; 17
2206 ; Antonio Raimondo ; ITA ; FW ; Bologna ; Serie A ; 18 ; 2004 ; 1 ; 1
2207 ; Predrag Rajkovi? ; SRB ; GK ; Reims ; Ligue 1 ; 26 ; 1995 ; 38 ; 38
2208 ; Jesuran Rak Sakyi ; ENG ; FWMF ; Crystal Palace ; Premier League ; 19 ; 2002 ; 2 ; 1
2209 ; Ivan Rakiti? ; CRO ; MF ; Sevilla ; La Liga ; 34 ; 1988 ; 35 ; 26
2210 ; Diant Ramaj ; GER ; GK ; Eint Frankfurt ; Bundesliga ; 20 ; 2001 ; 1 ; 1
2211 ; Jonás Ramalho ; ESP ; DF ; Osasuna ; La Liga ; 28 ; 1993 ; 3 ; 3
2212 ; Adil Rami ; FRA ; DF ; Troyes ; Ligue 1 ; 36 ; 1985 ; 17 ; 14
2213 ; Sandro Ramírez ; ESP ; FW ; Getafe ; La Liga ; 26 ; 1995 ; 29 ; 19
2214 ; Guilherme Ramos ; POR ; DF ; Arminia ; Bundesliga ; 24 ; 1997 ; 13 ; 9
2215 ; Sergio Ramos ; ESP ; DF ; Paris S-G ; Ligue 1 ; 36 ; 1986 ; 12 ; 8
2216 ; Aaron Ramsdale ; ENG ; GK ; Arsenal ; Premier League ; 24 ; 1998 ; 34 ; 34
2217 ; Aaron Ramsey ; WAL ; MF ; Juventus ; Serie A ; 31 ; 1990 ; 3 ; 1
2218 ; Jacob Ramsey ; ENG ; MF ; Aston Villa ; Premier League ; 21 ; 2001 ; 34 ; 29
2219 ; Luca Ranieri ; ITA ; DF ; Salernitana ; Serie A ; 23 ; 1999 ; 27 ; 25
2220 ; Andrea Ranocchia ; ITA ; DF ; Inter ; Serie A ; 34 ; 1988 ; 6 ; 3
2221 ; Tobias Raschl ; GER ; MF ; Greuther Fürth ; Bundesliga ; 22 ; 2000 ; 10 ; 7
2222 ; Elba Rashani ; KVX ; FWMF ; Clermont Foot ; Ligue 1 ; 29 ; 1993 ; 29 ; 22
2223 ; Marcus Rashford ; ENG ; FWMF ; Manchester Utd ; Premier League ; 24 ; 1997 ; 25 ; 13
2224 ; Milot Rashica ; KVX ; FWMF ; Norwich City ; Premier League ; 25 ; 1996 ; 31 ; 25
2225 ; Giacomo Raspadori ; ITA ; MFFW ; Sassuolo ; Serie A ; 22 ; 2000 ; 36 ; 32
2226 ; Raúl ; ESP ; FW ; Betis ; La Liga ; 21 ; 2000 ; 1 ; 0
2227 ; David Raum ; GER ; DF ; Hoffenheim ; Bundesliga ; 24 ; 1998 ; 32 ; 31
2228 ; Nicola Ravaglia ; ITA ; GK ; Sampdoria ; Serie A ; 33 ; 1988 ; 1 ; 0
2229 ; David Raya ; ESP ; GK ; Brentford ; Premier League ; 26 ; 1995 ; 24 ; 24
2230 ; Ante Rebi? ; CRO ; FW ; Milan ; Serie A ; 28 ; 1993 ; 24 ; 6
2231 ; Arkadiusz Reca ; POL ; DF ; Spezia ; Serie A ; 26 ; 1995 ; 25 ; 22
2232 ; Lluís Recasens ; ESP ; DF ; Espanyol ; La Liga ; 20 ; 2001 ; 1 ; 0
2233 ; Nathan Redmond ; ENG ; MFFW ; Southampton ; Premier League ; 28 ; 1994 ; 27 ; 20
2234 ; Sergio Reguilón ; ESP ; DF ; Tottenham ; Premier League ; 25 ; 1996 ; 25 ; 22
2235 ; Manolo Reina ; ESP ; GK ; Mallorca ; La Liga ; 37 ; 1985 ; 21 ; 21
2236 ; Pepe Reina ; ESP ; GK ; Lazio ; Serie A ; 39 ; 1982 ; 15 ; 15
2237 ; Jeff Reine-Adélaďde ; FRA ; MF ; Lyon ; Ligue 1 ; 24 ; 1998 ; 10 ; 1
2238 ; Reinier ; BRA ; FWMF ; Dortmund ; Bundesliga ; 20 ; 2002 ; 13 ; 1
2239 ; Karim Rekik ; NED ; DF ; Sevilla ; La Liga ; 27 ; 1994 ; 18 ; 11
2240 ; Álex Remiro ; ESP ; GK ; Real Sociedad ; La Liga ; 27 ; 1995 ; 35 ; 35
2241 ; Panagiotis Retsos ; GRE ; DFFW ; Leverkusen ; Bundesliga ; 23 ; 1998 ; 4 ; 0
2242 ; Panagiotis Retsos ; GRE ; DFMF ; Hellas Verona ; Serie A ; 23 ; 1998 ; 5 ; 1
2243 ; Marco Reus ; GER ; MFFW ; Dortmund ; Bundesliga ; 32 ; 1989 ; 29 ; 29
2244 ; Elvis Rexhbeçaj ; GER ; MF ; Bochum ; Bundesliga ; 24 ; 1997 ; 32 ; 30
2245 ; Gio Reyna ; USA ; MF ; Dortmund ; Bundesliga ; 19 ; 2002 ; 10 ; 6
2246 ; Bryan Reynolds ; USA ; DF ; Roma ; Serie A ; 20 ; 2001 ; 1 ; 0
2247 ; Nico Ribaudo ; ESP ; MFFW ; Espanyol ; La Liga ; 21 ; 2001 ; 31 ; 7
2248 ; Tiago Ribeiro ; POR ; FW ; Monaco ; Ligue 1 ; 20 ; 2002 ; 1 ; 0
2249 ; Franck Ribéry ; FRA ; MFFW ; Salernitana ; Serie A ; 39 ; 1983 ; 23 ; 16
2250 ; Samuele Ricci ; ITA ; MF ; Empoli ; Serie A ; 20 ; 2001 ; 21 ; 17
2251 ; Samuele Ricci ; ITA ; MF ; Torino ; Serie A ; 20 ; 2001 ; 12 ; 9
2252 ; Declan Rice ; ENG ; MF ; West Ham ; Premier League ; 23 ; 1999 ; 36 ; 35
2253 ; Chris Richards ; USA ; DF ; Hoffenheim ; Bundesliga ; 22 ; 2000 ; 19 ; 13
2254 ; Chris Richards ; USA ; DF ; Bayern Munich ; Bundesliga ; 22 ; 2000 ; 1 ; 0
2255 ; Omar Richards ; ENG ; DF ; Bayern Munich ; Bundesliga ; 24 ; 1998 ; 12 ; 5
2256 ; Taylor Richards ; ENG ; MFFW ; Brighton ; Premier League ; 21 ; 2000 ; 2 ; 0
2257 ; Richarlison ; BRA ; FWMF ; Everton ; Premier League ; 25 ; 1997 ; 30 ; 28
2258 ; Marco Richter ; GER ; FWMF ; Hertha BSC ; Bundesliga ; 24 ; 1997 ; 30 ; 19
2259 ; Diego Rico ; ESP ; DF ; Real Sociedad ; La Liga ; 29 ; 1993 ; 21 ; 19
2260 ; Sergio Rico ; ESP ; GK ; Paris S-G ; Ligue 1 ; 28 ; 1993 ; 1 ; 0
2261 ; Sergio Rico ; ESP ; GK ; Mallorca ; La Liga ; 28 ; 1993 ; 14 ; 14
2262 ; Jaďro Riedewald ; NED ; MF ; Crystal Palace ; Premier League ; 25 ; 1996 ; 3 ; 1
2263 ; Manuel Riemann ; GER ; GK ; Bochum ; Bundesliga ; 33 ; 1988 ; 31 ; 31
2264 ; Tomás Rincón ; VEN ; MFFW ; Torino ; Serie A ; 34 ; 1988 ; 7 ; 1
2265 ; Tomás Rincón ; VEN ; MF ; Sampdoria ; Serie A ; 34 ; 1988 ; 17 ; 13
2266 ; Luis Rioja ; ESP ; FWMF ; Alavés ; La Liga ; 28 ; 1993 ; 37 ; 36
2267 ; Renaud Ripart ; FRA ; FWDF ; Troyes ; Ligue 1 ; 29 ; 1993 ; 28 ; 22
2268 ; Mihailo Risti? ; SRB ; DF ; Montpellier ; Ligue 1 ; 26 ; 1995 ; 29 ; 19
2269 ; Matt Ritchie ; SCO ; DF ; Newcastle Utd ; Premier League ; 32 ; 1989 ; 18 ; 14
2270 ; Maxence Rivera ; FRA ; FW ; Saint-Étienne ; Ligue 1 ; 19 ; 2002 ; 1 ; 0
2271 ; Rober ; ESP ; DF ; Levante ; La Liga ; 27 ; 1995 ; 27 ; 21
2272 ; Sergi Roberto ; ESP ; MFDF ; Barcelona ; La Liga ; 30 ; 1992 ; 9 ; 4
2273 ; Connor Roberts ; WAL ; DF ; Burnley ; Premier League ; 26 ; 1995 ; 21 ; 19
2274 ; Patrick Roberts ; ENG ; DF ; Troyes ; Ligue 1 ; 25 ; 1997 ; 1 ; 0
2275 ; Tyler Roberts ; WAL ; MFFW ; Leeds United ; Premier League ; 23 ; 1999 ; 23 ; 7
2276 ; Andrew Robertson ; SCO ; DF ; Liverpool ; Premier League ; 28 ; 1994 ; 29 ; 29
2277 ; Marc Roca ; ESP ; MF ; Bayern Munich ; Bundesliga ; 25 ; 1996 ; 9 ; 4
2278 ; Rubén Rochina ; ESP ; MFFW ; Granada ; La Liga ; 31 ; 1991 ; 15 ; 8
2279 ; Cimo Röcker ; GER ; DF ; Hertha BSC ; Bundesliga ; 28 ; 1994 ; 1 ; 0
2280 ; Enzo Roco ; CHI ; DF ; Elche ; La Liga ; 29 ; 1992 ; 30 ; 29
2281 ; Stian Rode Gregersen ; NOR ; DF ; Bordeaux ; Ligue 1 ; 27 ; 1995 ; 24 ; 22
2282 ; Sebastian Rode ; GER ; MF ; Eint Frankfurt ; Bundesliga ; 31 ; 1990 ; 17 ; 10
2283 ; Joe Rodon ; WAL ; DF ; Tottenham ; Premier League ; 24 ; 1997 ; 3 ; 0
2284 ; Rodri ; ESP ; MF ; Manchester City ; Premier League ; 25 ; 1996 ; 33 ; 33
2285 ; Rodrigo ; ESP ; MFFW ; Leeds United ; Premier League ; 31 ; 1991 ; 31 ; 27
2286 ; Rodrigo ; ESP ; FW ; Betis ; La Liga ; 22 ; 2000 ; 21 ; 10
2287 ; Gerson Rodrigues ; LUX ; FW ; Troyes ; Ligue 1 ; 26 ; 1995 ; 12 ; 9
2288 ; Kévin Rodrigues ; POR ; DFFW ; Rayo Vallecano ; La Liga ; 28 ; 1994 ; 13 ; 5
2289 ; Óscar Rodríguez Arnaiz ; ESP ; FWMF ; Sevilla ; La Liga ; 23 ; 1998 ; 11 ; 4
2290 ; Óscar Rodríguez Arnaiz ; ESP ; MFFW ; Getafe ; La Liga ; 23 ; 1998 ; 18 ; 9
2291 ; Ángel Rodríguez ; ESP ; FW ; Mallorca ; La Liga ; 35 ; 1987 ; 29 ; 19
2292 ; Dani Rodríguez ; ESP ; MFFW ; Mallorca ; La Liga ; 33 ; 1988 ; 36 ; 33
2293 ; Guido Rodríguez ; ARG ; MF ; Betis ; La Liga ; 28 ; 1994 ; 32 ; 29
2294 ; Jay Rodriguez ; ENG ; FW ; Burnley ; Premier League ; 32 ; 1989 ; 29 ; 13
2295 ; Ricardo Rodríguez ; SUI ; DF ; Torino ; Serie A ; 29 ; 1992 ; 34 ; 28
2296 ; Rodrygo ; BRA ; FW ; Real Madrid ; La Liga ; 21 ; 2001 ; 32 ; 16
2297 ; Mads Roerslev ; DEN ; DF ; Brentford ; Premier League ; 22 ; 1999 ; 21 ; 12
2298 ; Marko Rog ; CRO ; MF ; Cagliari ; Serie A ; 26 ; 1995 ; 8 ; 2
2299 ; Rogério ; BRA ; DF ; Sassuolo ; Serie A ; 24 ; 1998 ; 23 ; 19
2300 ; Alessio Romagnoli ; ITA ; DF ; Milan ; Serie A ; 27 ; 1995 ; 19 ; 16
2301 ; Simone Romagnoli ; ITA ; DF ; Empoli ; Serie A ; 32 ; 1990 ; 19 ; 17
2302 ; Leonardo Román ; ESP ; GK ; Mallorca ; La Liga ; 21 ; 2000 ; 2 ; 2
2303 ; Cristian Romero ; ARG ; DF ; Tottenham ; Premier League ; 24 ; 1998 ; 22 ; 21
2304 ; Iván Romero ; ESP ; FW ; Sevilla ; La Liga ; 21 ; 2001 ; 5 ; 2
2305 ; Luka Romero ; ARG ; FW ; Lazio ; Serie A ; 17 ; 2004 ; 8 ; 0
2306 ; Sergio Romero ; ARG ; GK ; Venezia ; Serie A ; 35 ; 1987 ; 16 ; 16
2307 ; Oriol Romeu ; ESP ; MF ; Southampton ; Premier League ; 30 ; 1991 ; 36 ; 34
2308 ; Cristiano Ronaldo ; POR ; FW ; Manchester Utd ; Premier League ; 37 ; 1985 ; 30 ; 27
2309 ; Cristiano Ronaldo ; POR ; FW ; Juventus ; Serie A ; 37 ; 1985 ; 1 ; 0
2310 ; Salomón Rondón ; VEN ; FW ; Everton ; Premier League ; 32 ; 1989 ; 20 ; 8
2311 ; Valentin Rongier ; FRA ; DFMF ; Marseille ; Ligue 1 ; 27 ; 1994 ; 32 ; 25
2312 ; Marten de Roon ; NED ; MFDF ; Atalanta ; Serie A ; 31 ; 1991 ; 30 ; 28
2313 ; Unai Ropero ; ESP ; MF ; Alavés ; La Liga ; 20 ; 2001 ; 1 ; 0
2314 ; Pablo Rosario ; NED ; MF ; Nice ; Ligue 1 ; 25 ; 1997 ; 36 ; 31
2315 ; Romario Rösch ; GER ; MF ; Mainz 05 ; Bundesliga ; 22 ; 1999 ; 1 ; 0
2316 ; Danny Rose ; ENG ; DF ; Watford ; Premier League ; 31 ; 1990 ; 8 ; 7
2317 ; Francesco Rossi ; ITA ; GK ; Atalanta ; Serie A ; 31 ; 1991 ; 1 ; 0
2318 ; Tom Rothe ; GER ; DF ; Dortmund ; Bundesliga ; 17 ; 2004 ; 2 ; 1
2319 ; Jérôme Roussillon ; FRA ; DF ; Wolfsburg ; Bundesliga ; 29 ; 1993 ; 26 ; 18
2320 ; Nicolň Rovella ; ITA ; MF ; Genoa ; Serie A ; 20 ; 2001 ; 21 ; 16
2321 ; Jon Rowe ; ENG ; FWMF ; Norwich City ; Premier League ; 19 ; 2003 ; 13 ; 0
2322 ; Amir Rrahmani ; KVX ; DF ; Napoli ; Serie A ; 28 ; 1994 ; 33 ; 33
2323 ; Ruan ; BRA ; DF ; Sassuolo ; Serie A ; 22 ; 1999 ; 10 ; 0
2324 ; Rubén ; ESP ; DF ; Espanyol ; La Liga ; 21 ; 2001 ; 4 ; 1
2325 ; John Ruddy ; ENG ; GK ; Wolves ; Premier League ; 35 ; 1986 ; 2 ; 1
2326 ; Antonio Rüdiger ; GER ; DF ; Chelsea ; Premier League ; 29 ; 1993 ; 34 ; 34
2327 ; Sebastian Rudy ; GER ; MF ; Hoffenheim ; Bundesliga ; 32 ; 1990 ; 21 ; 7
2328 ; Daniele Rugani ; ITA ; DF ; Juventus ; Serie A ; 27 ; 1994 ; 12 ; 9
2329 ; Matteo Ruggeri ; ITA ; DF ; Salernitana ; Serie A ; 19 ; 2002 ; 14 ; 8
2330 ; Mário Rui ; POR ; DF ; Napoli ; Serie A ; 31 ; 1991 ; 34 ; 34
2331 ; Aitor Ruibal ; ESP ; FWDF ; Betis ; La Liga ; 26 ; 1996 ; 19 ; 9
2332 ; Fabián Ruiz Peńa ; ESP ; MF ; Napoli ; Serie A ; 26 ; 1996 ; 32 ; 29
2333 ; Isma Ruiz ; ESP ; MF ; Granada ; La Liga ; 21 ; 2001 ; 8 ; 3
2334 ; Víctor Ruiz ; ESP ; DF ; Betis ; La Liga ; 33 ; 1989 ; 18 ; 17
2335 ; Gerónimo Rulli ; ARG ; GK ; Villarreal ; La Liga ; 30 ; 1992 ; 32 ; 32
2336 ; Lukas Rupp ; GER ; MF ; Norwich City ; Premier League ; 31 ; 1991 ; 19 ; 7
2337 ; Alessandro Russo ; ITA ; MF ; Salernitana ; Serie A ; 18 ; 2003 ; 1 ; 0
2338 ; Franco Russo ; ARG ; DF ; Mallorca ; La Liga ; 27 ; 1994 ; 19 ; 17
2339 ; Georginio Rutter ; FRA ; FWMF ; Hoffenheim ; Bundesliga ; 20 ; 2002 ; 33 ; 13
2340 ; Mathew Ryan ; AUS ; GK ; Real Sociedad ; La Liga ; 30 ; 1992 ; 3 ; 3
2341 ; Julian Ryerson ; NOR ; DF ; Union Berlin ; Bundesliga ; 24 ; 1997 ; 28 ; 13
2342 ; Frederik Rřnnow ; DEN ; GK ; Union Berlin ; Bundesliga ; 29 ; 1992 ; 7 ; 7
2343 ; José Sá ; POR ; GK ; Wolves ; Premier League ; 29 ; 1993 ; 37 ; 37
2344 ; Roli Pereira de Sa ; FRA ; MF ; Nantes ; Ligue 1 ; 25 ; 1996 ; 17 ; 5
2345 ; Youssouf Sabaly ; SEN ; DF ; Betis ; La Liga ; 29 ; 1993 ; 10 ; 9
2346 ; Mathys Saban ; FRA ; FWMF ; Saint-Étienne ; Ligue 1 ; 20 ; 2002 ; 3 ; 0
2347 ; Stefano Sabelli ; ITA ; DF ; Genoa ; Serie A ; 29 ; 1993 ; 7 ; 5
2348 ; Abdelhamid Sabiri ; GER ; MFFW ; Sampdoria ; Serie A ; 25 ; 1996 ; 14 ; 9
2349 ; Marcel Sabitzer ; AUT ; MFFW ; RB Leipzig ; Bundesliga ; 28 ; 1994 ; 2 ; 0
2350 ; Marcel Sabitzer ; AUT ; MFDF ; Bayern Munich ; Bundesliga ; 28 ; 1994 ; 25 ; 8
2351 ; Falaye Sacko ; MLI ; DF ; Saint-Étienne ; Ligue 1 ; 27 ; 1995 ; 9 ; 8
2352 ; Alexis Saelemaekers ; BEL ; FW ; Milan ; Serie A ; 22 ; 1999 ; 36 ; 22
2353 ; Rafiki Said Ahamada ; FRA ; MFFW ; Brest ; Ligue 1 ; 22 ; 2000 ; 14 ; 0
2354 ; Wesley Saďd ; FRA ; FWMF ; Lens ; Ligue 1 ; 27 ; 1995 ; 21 ; 7
2355 ; Allan Saint-Maximin ; FRA ; FWMF ; Newcastle Utd ; Premier League ; 25 ; 1997 ; 35 ; 31
2356 ; Romain Saďss ; MAR ; DF ; Wolves ; Premier League ; 32 ; 1990 ; 31 ; 31
2357 ; Bukayo Saka ; ENG ; FWMF ; Arsenal ; Premier League ; 20 ; 2001 ; 38 ; 36
2358 ; Mamadou Sakho ; FRA ; DF ; Montpellier ; Ligue 1 ; 32 ; 1990 ; 29 ; 29
2359 ; Bakary Sako ; MLI ; FWMF ; Saint-Étienne ; Ligue 1 ; 34 ; 1988 ; 7 ; 1
2360 ; Jacopo Sala ; ITA ; MF ; Spezia ; Serie A ; 30 ; 1991 ; 18 ; 13
2361 ; Mohamed Salah ; EGY ; FW ; Liverpool ; Premier League ; 29 ; 1992 ; 35 ; 30
2362 ; Eddie Salcedo ; ITA ; MFFW ; Spezia ; Serie A ; 20 ; 2001 ; 12 ; 5
2363 ; William Saliba ; FRA ; DF ; Marseille ; Ligue 1 ; 21 ; 2001 ; 36 ; 36
2364 ; Romain Salin ; FRA ; GK ; Rennes ; Ligue 1 ; 37 ; 1984 ; 1 ; 1
2365 ; Mohammed Salisu ; GHA ; DF ; Southampton ; Premier League ; 23 ; 1999 ; 34 ; 33
2366 ; Roland Sallai ; HUN ; MFFW ; Freiburg ; Bundesliga ; 25 ; 1997 ; 31 ; 18
2367 ; Yoann Salmier ; GUF ; DF ; Troyes ; Ligue 1 ; 29 ; 1992 ; 31 ; 30
2368 ; Salvi ; ESP ; MFFW ; Cádiz ; La Liga ; 31 ; 1991 ; 23 ; 17
2369 ; Lazar Samardzic ; GER ; MF ; Udinese ; Serie A ; 20 ; 2002 ; 22 ; 1
2370 ; Diadie Samassékou ; MLI ; MF ; Hoffenheim ; Bundesliga ; 26 ; 1996 ; 24 ; 21
2371 ; Mama Samba Baldé ; GNB ; FWMF ; Troyes ; Ligue 1 ; 26 ; 1995 ; 30 ; 20
2372 ; Albert Sambi Lokonga ; BEL ; MF ; Arsenal ; Premier League ; 22 ; 1999 ; 19 ; 12
2373 ; Junior Sambia ; FRA ; DFFW ; Montpellier ; Ligue 1 ; 25 ; 1996 ; 30 ; 16
2374 ; Luigi Samele ; ITA ; FW ; Sassuolo ; Serie A ; 20 ; 2002 ; 2 ; 0
2375 ; Fede San Emeterio ; ESP ; MF ; Cádiz ; La Liga ; 25 ; 1997 ; 12 ; 10
2376 ; Antonio Sanabria ; PAR ; FW ; Torino ; Serie A ; 26 ; 1996 ; 29 ; 22
2377 ; Oihan Sancet ; ESP ; FW ; Athletic Club ; La Liga ; 22 ; 2000 ; 27 ; 16
2378 ; Renato Sanches ; POR ; MF ; Lille ; Ligue 1 ; 24 ; 1997 ; 25 ; 20
2379 ; Alexis Sánchez ; CHI ; FW ; Inter ; Serie A ; 33 ; 1988 ; 27 ; 7
2380 ; Antonio Sánchez ; ESP ; MFFW ; Mallorca ; La Liga ; 25 ; 1997 ; 29 ; 19
2381 ; Davinson Sánchez ; COL ; DF ; Tottenham ; Premier League ; 25 ; 1996 ; 23 ; 17
2382 ; Germán Sánchez ; ESP ; DF ; Granada ; La Liga ; 35 ; 1986 ; 31 ; 24
2383 ; Juan Sánchez ; ESP ; MF ; Sevilla ; La Liga ; 18 ; 2003 ; 1 ; 0
2384 ; Manuel Sánchez ; ESP ; DF ; Osasuna ; La Liga ; 21 ; 2000 ; 33 ; 25
2385 ; Robert Sánchez ; ESP ; GK ; Brighton ; Premier League ; 24 ; 1997 ; 37 ; 37
2386 ; Jadon Sancho ; ENG ; FWMF ; Manchester Utd ; Premier League ; 22 ; 2000 ; 29 ; 20
2387 ; Philippe Sandler ; NED ; DF ; Troyes ; Ligue 1 ; 25 ; 1997 ; 2 ; 1
2388 ; Alex Sandro ; BRA ; DF ; Juventus ; Serie A ; 31 ; 1991 ; 28 ; 17
2389 ; Leroy Sané ; GER ; FWMF ; Bayern Munich ; Bundesliga ; 26 ; 1996 ; 32 ; 22
2390 ; Oier Sanjurjo ; ESP ; MF ; Osasuna ; La Liga ; 36 ; 1986 ; 25 ; 8
2391 ; Mohamed Sankoh ; NED ; FW ; Stuttgart ; Bundesliga ; 18 ; 2003 ; 1 ; 0
2392 ; Morgan Sanson ; FRA ; MF ; Aston Villa ; Premier League ; 27 ; 1994 ; 10 ; 3
2393 ; Nicola Sansone ; ITA ; FWMF ; Bologna ; Serie A ; 30 ; 1991 ; 27 ; 6
2394 ; Baptiste Santamaria ; FRA ; MF ; Freiburg ; Bundesliga ; 27 ; 1995 ; 1 ; 0
2395 ; Baptiste Santamaria ; FRA ; MFDF ; Rennes ; Ligue 1 ; 27 ; 1995 ; 34 ; 28
2396 ; Federico Santander ; PAR ; FWDF ; Bologna ; Serie A ; 30 ; 1991 ; 7 ; 0
2397 ; Jesús Santiago ; ESP ; MF ; Valencia ; La Liga ; 18 ; 2004 ; 3 ; 0
2398 ; Samir Santos ; BRA ; DF ; Udinese ; Serie A ; 27 ; 1994 ; 17 ; 17
2399 ; Samir Santos ; BRA ; DF ; Watford ; Premier League ; 27 ; 1994 ; 19 ; 19
2400 ; Sergio Santos ; ESP ; DF ; Real Madrid ; La Liga ; 21 ; 2001 ; 1 ; 0
2401 ; Alvaro Sanz ; ESP ; MF ; Barcelona ; La Liga ; 21 ; 2001 ; 2 ; 0
2402 ; Riccardo Saponara ; ITA ; FW ; Fiorentina ; Serie A ; 30 ; 1991 ; 29 ; 13
2403 ; Pablo Sarabia ; ESP ; FW ; Paris S-G ; Ligue 1 ; 30 ; 1992 ; 2 ; 0
2404 ; Marcelo Saracchi ; URU ; DF ; Levante ; La Liga ; 24 ; 1998 ; 4 ; 2
2405 ; Josh Sargent ; USA ; FWMF ; Norwich City ; Premier League ; 22 ; 2000 ; 26 ; 18
2406 ; Jeremy Sarmiento ; ECU ; FWMF ; Brighton ; Premier League ; 19 ; 2002 ; 5 ; 1
2407 ; Bouna Sarr ; SEN ; DF ; Bayern Munich ; Bundesliga ; 30 ; 1992 ; 5 ; 0
2408 ; Ismaila Sarr ; SEN ; FWMF ; Watford ; Premier League ; 24 ; 1998 ; 22 ; 21
2409 ; Malang Sarr ; FRA ; DF ; Chelsea ; Premier League ; 23 ; 1999 ; 8 ; 6
2410 ; Joan Sastre Vanrell ; ESP ; DF ; Mallorca ; La Liga ; 25 ; 1997 ; 7 ; 2
2411 ; Giacomo Satalino ; ITA ; GK ; Sassuolo ; Serie A ; 23 ; 1999 ; 1 ; 0
2412 ; Martin Satriano ; ITA ; FWMF ; Inter ; Serie A ; 21 ; 2001 ; 4 ; 0
2413 ; Martin Satriano ; ITA ; FW ; Brest ; Ligue 1 ; 21 ; 2001 ; 15 ; 11
2414 ; Téji Savanier ; FRA ; MF ; Montpellier ; Ligue 1 ; 30 ; 1991 ; 29 ; 28
2415 ; Esteban Saveljich ; MNE ; DF ; Rayo Vallecano ; La Liga ; 31 ; 1991 ; 21 ; 21
2416 ; Stefan Savi? ; MNE ; DF ; Atlético Madrid ; La Liga ; 31 ; 1991 ; 28 ; 28
2417 ; Joseph Scally ; USA ; DF ; M'Gladbach ; Bundesliga ; 19 ; 2002 ; 30 ; 20
2418 ; Giorgio Scalvini ; ITA ; DFMF ; Atalanta ; Serie A ; 18 ; 2003 ; 18 ; 9
2419 ; Gianluca Scamacca ; ITA ; FW ; Sassuolo ; Serie A ; 23 ; 1999 ; 36 ; 25
